,review_text,majority_vote
1122,Membantu aku banget buat pesen obat🤩😘,HAPPINESS
1123,Sangat bermanfaat.. Gk perlu antri di klinik,HAPPINESS
1124,"Mengapa pengiriman obatnya sangat lama, lewat dari jadwal yang di tentukan, jadwal paket akan tiba pada tanggal 18 sekarang sudah tanggal 20, tolong segera tanggapi dengan cepat",SADNESS
1125,"Amat sangat membantu disaat butuh dokter malam hari gini diakhir pekan. Dokternya baik, sangat membantu. Terimakasih",HAPPINESS
1126,"Kalo ngga niat promo mending ngga usah adain promo..!! Setelah pakai kode promo & sudah pesan, tiba tiba langsung cancel & refund. Aplikasi juga ngga bisa login. Parah..!!",ANGER
1127,low respon banget ihh,ANGER
1128,Dokter yg sangat ramah dan respon cepat,HAPPINESS
1129,Belum juga Konsul Uda bayar taunya gara2 chat dokter ga aktif dan di sistem back sendiri eh di chat harus bayar lagi . Aneh kecewa padahal bukan kita yg salah,SADNESS
1130,Gud,HAPPINESS
1131,"Lah kok gak bisa log in toh?????? udh saya masukin nomor telepon tapi gak kekirim di whatsapp atau pesan, gimana ini",SADNESS
1132,"ga disarankan menggunakan aplikasi ini. pengiriman obat lama banget bahkan bisa seharian ga dateng dateng,padahal urgent sekali.",SADNESS
1133,Parah bgt dokternya belum terhubung karena sibuk dana gak kembali. Itu gimana jadinya???,ANGER
1134,woke banget,HAPPINESS
1135,Apk yang sangat membantu,HAPPINESS
1136,Cukup solutif dan sudah agak tenang setelah konsultasi,HAPPINESS
1137,Mantap..,HAPPINESS
1138,SATSET BANGETTT!!😭❤️,HAPPINESS
1139,"Dokter yg ramah, fast respon, penjelasannya bisa dipahami. Terimakasih",HAPPINESS
1140,Untuk order obat disini agak mengecewakan karena prosesnya lama dan dikirim dari apotek yang terlalu jauh dari domisili. Seharusnya dicarikan apotek yg terdekat.,SADNESS
1141,Bayar halodoctor Kok nggak ada gratis dulu Konsultasi dengan dokter Baru pertama Belum langganan Nggak bisa bicara chantingan dokter Hewan langsung,SADNESS
1142,Bagus.... Karena ini pengalaman saya & pelayanannya sangat baik,HAPPINESS
1143,Responsif,HAPPINESS
1144,"Sangat"" membantu terimakash halodoc",HAPPINESS
1145,Baik.. lancar.,HAPPINESS
1146,"Aplikasi nya bagus,tp paling bener mending konsultasi ke dokter langsung, soalnya konsultasi di sini tdk menemukan solusi,jadi sayang uangnya udh bayar mahal tp gk ada solusi sama sekali",SADNESS
1147,Terima kasih sudah membantu ketika membutuhkan obat tapi tidak bisa beli langsung ke apotek🙏,HAPPINESS
1148,Halodoc keren pliss sangat membantuuu bangetttt.,HAPPINESS
1149,"Sangat buruk , dimana mana orang pesan karna butuh cepat , tapi di aplikasi malah memperlama . Perhari ini sudah lewat 4 hari dari yg di tentukan tapi obat pesanan belum juga sampai . Chat denga cs tidak ada gunanya , sangat sangat slow respon . Status pembayaran dari berhasil berubah menjadi gagal setelah di komplain ke aplikasi nya . Halodoc very very bad !!!",ANGER
1150,"Dokter umum beralasan tidak bisa di wawancarai dengan alasan ada kesibukan, padahal saya meminta wawancara pada dokter tersebut pada jam 21.18, saya sangat tidak merekomendasikan aplikasi ini",SADNESS
1151,sangat memudahkan ketika udah cari di beberapa apotik gak dapat yg dicari,HAPPINESS
1152,Selalu mengandalkan halodoc utk kbutuhan kesehatan dan dokternya terprcaya sukses selalu,HAPPINESS
1153,Tapi kurang lama waktu nya terlalu singkat,SADNESS
1154,"Masya Allah, Dokter nya ramah sekali. penjelasannya jelas",HAPPINESS
1155,"Mantap pokoknya, Sangat membantu",HAPPINESS
1156,App eror saat mau tambah foto ke dalam chat,SADNESS
1157,Setelah di update malah error pada saat klik pembayaran beli obat.. Sudah dua kali ganti dokter dengan resep sama saja error. Buang waktu dan mengurangi platform assuransi.,SADNESS
1158,"saya bingung, saya tadi ingin chat dengan dokter spesialis jantung, melakukan pembayaran 49,000 ... dibayar dengan kartu debit, setelah dibayar, Saya tekan chat, harus melakukan pembayaran lagi... maksudnya gimana ini?",SADNESS
1159,Hemat dan praktis,HAPPINESS
1160,Sangat membantu🤍,HAPPINESS
1161,mempermudah bangeeet,HAPPINESS
1162,Sangat bagus dan membantu,HAPPINESS
1163,Membantu bangat ketika gabisa keluar rumah♡,HAPPINESS
1164,"Aplikasi penipuan ini ,,,, yakin dak gua jgn pernah pesan obat di sini",ANGER
1165,"Dokter nya cekatan, sangat membantu",HAPPINESS
1166,Respon cepat Halodoc dan Dr. Astuti,HAPPINESS
1167,Sangangat rekomendasikan,HAPPINESS
1168,Mudah dan Cepat,HAPPINESS
1169,"Bagus, dokter yang ku dapat informatif",HAPPINESS
1170,memuaskan aplikasi ini sangat membantu,HAPPINESS
1171,Jadi gak susah hrs keliling apotik kalo obat nya gak ada.. tinggal pesen.. tunggu di rumah.. obat sampe..,HAPPINESS
1172,Sangat membantuu sekali🙏🏻,HAPPINESS
1173,"Ini suka ada bug pemilihan alamat suka ngaco, diperhatikan lagi tim Qa nya",SADNESS
1174,Konsultasi singkat yg sangat membantu,HAPPINESS
1175,"Gw pesen obat utk anak gw, udh lebih dr 2jam status g brubah, lapor ke CS suruh nunggu juga 1x24jam. Makanya pake Halodoc berharap diantar obat cepat, malah suruh nunggu juga, CS juga g ada solusi sama sekali. Asli payah.",ANGER
1176,"Kita bayar untuk konsultasi dan butuh penjelasan, udah bayar mahal, udah cerita panjang lebar keluhan yang saya alami balasnya slow respon singkat,dan blm puas tiba tiba ditutup aja, saya rasa nggk perlu dokter spesialis orang biasa juga bisa gitu, mending tatap muka aja enak, nyesel gue",SADNESS
1177,"Untuk halodoc kenapa pengiriman obat harus menggunakan ekspedisi yang tidak bermutu kualitasnya seperti anteraja, padahal ekspedisi lain seperti JNT itu selalu ready, kita gapapa bayar lebih mahal asalkan barang sampai dengan cepat",SADNESS
1178,"Saya kecewa. Sudah bayar buat konsultasi dgn psikater/ahli jiwa tapi respon terlalu lama, singkat dan padat, tidak komunikatif, dan harus saya yg nanya diagnosanya. Seperti satu arah dan hanya versi chat. Harusnya ada pilihan mau video call, voice chat/telepon, atau chat biasa saja. Saya panjang lebar chat seperti gak dibaca beneran dan diagnosa tdk meyakinkan. Masih disuruh ke bpjs lagi buat Konsultasi sendiri. Katanya kondisiku parah. Tdk dikasih obat. Solusinya ya konsultasi ke dokter lain.",SADNESS
1179,cocok banget sama resep dr. erlian dimas anggraini mantull..tp memang harus sabar😁🥰🙏terima kasih dokter,HAPPINESS
1180,Sangat membantu,HAPPINESS
1181,gak perlu datang ke klinik . bisa konsultasi online dan di ksih resep .,HAPPINESS
1182,Tdk perlu ribet keluar bl obat..,HAPPINESS
1183,"Saldo saya kepotong , tapi pembayaran gagal. Dua kali juga begitu. Dua kali transaksi gagal tapi saldo udah kepotong duluan",SADNESS
1184,Semoga tambah maju,HAPPINESS
1185,"Dokternya gercep, walaupun mash ada pasien lain ttp cpt nanganiny, aplikasinya terhubung dgn apotek jd gk ribet cri apotek lgi",HAPPINESS
1186,"Aplikasi yg sangat membantu dalam pengobatan pertama saat sakit dirumah atau dikantor atau dimanapun yg masih dalam jangkauan internet dan ada apotik terdekat, Krn untuk dokternya bisa pilih dr kota mana saja. Terimakasih",HAPPINESS
1187,Sangat membantu apalagi pas cuaca kaya gini,HAPPINESS
1188,"Sangat mengecewakan dr Novi dr OBGYN, sangat bad service masa uda konsultasi, cuma bilang sore Bu udah habis itu saya konsultasi ga dijawab sama sekali sampe sesi habis, dikiranya saya sedekah gitu ke dia?? Bad service banget!!",ANGER
1189,"saya sudah melakukan pembayaran untuk konsultasi dengan dokter, dan pembayaran lewat shopeepay sudah berhasil. tapi mengapa di keterangan halodoc pembayaran gagal, padahal di saldo shopeepay saya sudah kepotong oleh halodoc. berasa kena tipuu lumayan 68ribu",ANGER
1190,Penjelasan.nya sangat mudah di mengerti dan detail trimakasih hallodoc,HAPPINESS
1191,Good,HAPPINESS
1192,"Suka banget, simple..",HAPPINESS
1193,sy sdg chat sam dokter baru 22 menit ; terus muncul Unduh applikasi .....g jelas .pertanyaan dokter tidak bisa jawqab krn layar utk ketik hilang.....gmn ini,SADNESS
1194,terimakasih,HAPPINESS
1195,Kerennn,HAPPINESS
1196,"Sangat membantu sekali, disaat tidak bisa ke dokter karena hujan seharian",HAPPINESS
1197,Aplikasinya sangat membantu,HAPPINESS
1198,Respon cepat dan penjelasan mudah di mengerti,HAPPINESS
1199,"mohon kepada pihak developer utk dokter yg diajak bekerja sama diminta utk profesional, saya sudah membayar biaya konsultasi sebesar Rp.100.000 dan menunggu balasan dari dokter selama 1 jam (sampai waktu konsultasi habis) tp dokter tidak memberikan pelayanan apapun, TDK ada pesan yg dibalas. saya hanya buang uang sia2 saja utk aplikasi ini. ini namanya bukan membantu menangani keluhan pasien tapi sama saja mencuri uang pasien dg tdk profesional.",ANGER
1200,"DOKTERNYA KETUS DAN BURUK SEKALI KATA²NYA!! ORANG PROMIL TUH BUTUH AFIRMASI POSITIF BUKANNYA MALAH DIKATAIN, DIBIKIN MAKIN DOWN!! HERAN ADA YA DOKTER KEK GITU",ANGER
1201,pelayanan cepat bagus,HAPPINESS
1202,"Aplikasi sangat simple mudah digunakan, konsultasi dengan dokternya pun nyaman dan memberi solusi dengan waktu 30 menit Konsul. Terimakasih halodoc sudah memudahkan konsultasi kesehatan",HAPPINESS
1203,"Sat set, terima kasih",HAPPINESS
1204,Chat dengan dokter terpaksa saya batalkan karena tidak ada respon sama sekali dan saya menunggu terlalu lama. TAPI UANG SAYA TIDAK KEMBALI,ANGER
1205,Pelayanan ny cepat dokter nya baik jga Semoga semakin maju dan sukses untuk halodoc,HAPPINESS
1206,"Tiba2 dapet notifikasi dapet nomor resi. Pas buka manual di halodoc, ga ada perubahan status apa2",SADNESS
1207,"Ada ketidaksesuaian pembayaran, saya sudah membayar biaya konsultasi dokter dengan asuransi, sedangkan dokternya ngga jawab2 setelah saya chat. Lalu setelah percakapan selesai, malah ada tagihan manual di luar asuransi, kalau saya tidak membayar, asuransi saya akan diblokir. Mohon ma'af saya kecewa dengan Halodoc",SADNESS
1208,Aolikasi bug. Gue gk bisa pake tolol. Nih aplikasi.,ANGER
1209,kacau pelayanannya,SADNESS
1210,"Simple, memudahkan buat yg ga bisa ke dr karena ga ada yg anter",HAPPINESS
1211,Pertama kali konsul semoga cocok. Thank you,HAPPINESS
1212,Good sekali proses.a cepat,HAPPINESS
1213,"Pertama pakai langsung di kasih konsultasi yg bagus, nice",HAPPINESS
1214,"sudah dilakukan pembayaran, namun saat ingin konsultasi tiba"" dokter terkait tidak bisa dihubungi",SADNESS
1215,sangat membantu dg cara virtual,HAPPINESS
1216,semenjak kolab sama kemenkes harga konsulnya naik :(,SADNESS
1217,"Pembelian obatnya mengecewakan, uda lama nunggu tau2 dibatalkan dari sistem, order ulang, trus nunggu lama, saya batalkan tapi ga bisa, giliran status sudah dibatalkan tapi saldo gak kembali",SADNESS
1218,Cukup terbantu,HAPPINESS
1219,"Obat instant tidak diantar padahal sudah 5jam lebih, mengecewakan",SADNESS
1220,sangat ramah dan proses cepat,HAPPINESS
1221,"Lambat banget dokter balesin keluhan pasien, keburu mati duluan",ANGER
1222,"Awalnya konsultasi dicover asuransi tiba tiba malah bayar sendiri. Berhenti pakai halo dokter, langsung ke rumah sakit aja",SADNESS
1223,"pelayanannya baik, Dokternya respon enak",HAPPINESS
1224,cepat dan tepat,HAPPINESS
1225,Bagus singkat simpel dan mudah dimengerti,HAPPINESS
1226,Sangat mengecewakan sekali sudah bayar dan kondisi tengah malam ingin konsultasi tapi ada notif dokter sedang sibuk dan tidak ada tangapn sama sekali dan uang hilag,SADNESS
1227,Benar benar membantu.,HAPPINESS
1228,"baik dokternya, jelas, sangat membantu, tks..",HAPPINESS
1229,Terbaik,HAPPINESS
1230,Error gk bisa konsultasi dan chat dokter gk masuk masuk,SADNESS
1231,Aplikasi yg sangat membantu 👍,HAPPINESS
1232,kenapa ya saya tidak bisa top up saldo halodocnya?,SADNESS
1233,"Saya sudah bayar, tapi ketika waktu konsultasi dokternya malah offline dan tidak ada balasan, sangat mengecewakan👎",SADNESS
1234,"Respon dokternya lama, keburu waktu habis",SADNESS
1235,bagus banget pelayanan dan bisa bayar pakai asuransi terima kasih hello doc,HAPPINESS
1236,Aplikasi aneh masa batalin pesanan Dana baliknya nyampe 14 hari gila bener Aplikasi macam apa ini,ANGER
1237,Mahal aing cuma nanya doang,ANGER
1238,Niceeer,HAPPINESS
1239,Aplikasi yg sangat bermanfaat,HAPPINESS
1240,aplikasi nya ngebantu banget,HAPPINESS
1241,"Dokter nya ramah""",HAPPINESS
1242,Terima kasih sudah membantu kami sekeluarga,HAPPINESS
1243,Sangat membantu saya,HAPPINESS
1244,"sampe waktunya habis gak di bales sama dokternya, percuma uang ke buang. udah lapor aplikasi tapi gak di respon sama sekali. bener bener nyesel pake ini",SADNESS
1245,Sangat terbantu dg adanya halodoc 😇😇😇,HAPPINESS
1246,Alhamdulillah aplikasi ini sangat membantu ketika posisi saya lagi jauh dari orang tua.yang dimana orang tua sedang membutuhkan obat saat itu juga(darurat) halodoc bisa di andalkan!,HAPPINESS
1247,Sangat membantu untuk penanganan awal sebelum ke RS offline,HAPPINESS
1248,"dengan adanya aplikasi ini, sangat membantu.",HAPPINESS
1249,"Lancar, tidak lag",HAPPINESS
1250,good job,HAPPINESS
1251,👌,HAPPINESS
1252,"Jam 5 wib dokternya ready, nyaman utk konsultasi meski via online.",HAPPINESS
1253,"Heran sama aplikasinya,sudah masuk semua Nik No KK itu gunanya untuk apa,,,???? Kalau suatu saat terjadi penyalahgunaan data bagaimana,,,? Komitmen dari pihak halo doc seperti apa,,,???",SADNESS
1254,Saya sudah mengalami kerugian beberapa kali saya sudah melakukan transaksi untuk layanan konsultasi saldo saya terpotong dan saya tidak bisa konsultasiiiiii,SADNESS
1255,"Alhamdulillah,akhirnya ada pencerahan jg,tdi nya saya malas datang kerumah sakit ,dan saya beranikan diri untuk konsultasi di hallo doc ini ,tidak perlu mengantri langsung chat langsung terjawab",HAPPINESS
1256,Chat dengan dokter Berbayar rupanya...🙄🙄,SADNESS
1257,"keren, membantu",HAPPINESS
1258,jadi lambat pengantaran nya skg,SADNESS
1259,Bagus banget appnya sangat membantu,HAPPINESS
1260,"Untuk proses verifikasi melalui selfie sangat menyusahkan, apalagi ketika ingin menyambungkan akun bayi saya ke asuransi, harus melalui verifikasi Selfi berkali2, dan terus gagal karena system membaca itu bukan selfie. Bayi umur 3 bulan disuruh Selfi, yg bener za donk...",SADNESS
1261,Bgusssd,HAPPINESS
1262,Di permudah dengan aplikasi ini,HAPPINESS
1263,"Selalu terbantu dengan Halodoc,sukses terus..",HAPPINESS
1264,"Pada mahal"" konsultasi ke dokternya :(",SADNESS
1265,"Pesan obat pakai Instan saver lebih hemat ga sampai 3 jam sudah sampai, terimakasih",HAPPINESS
1266,"Aplikasi yang sangat bermanfaat. Dokternya juga dokter yang sangat berpengalaman dalam bidangya. Sehingga mudah untuk dikonsultasikan, serta pemilihan obatnya yang bagus.",HAPPINESS
1267,Dokter ramah dan sabar menjawab pertanyaan,HAPPINESS
1268,Sy cukup terbantu dengan aplikasi ini.daripada sekedar tanya2 yg meragukan mending langsung sama ahlinya. Dokter ramah dan fast respon.terimakasih banyak,HAPPINESS
1269,Rama dokternya,HAPPINESS
1270,"Okey banget, sangat bergunaa",HAPPINESS
1271,"males banget kelewat 10 menit langsung batal otomatis gaada toleransi nya dana hangus tanpa konsultasi aplikasi apaan ini gak membantu, ngasih solusi juga enggak seenggaknya pengembalian dana separo mana Konsul harus nunggu 1 bulan lebih sumpah males banget cs ngk membantu.",ANGER
1272,"susah banget pembayaran pake dana gagal terusss, udah minta dikirim kode otp pke sms tapi ga masuk masuk sms nya gak kayak dulu sat set lgsg beresp",SADNESS
1273,Hati hati. Saya tidak rekomendasikan. Cenderung merugikan. Tidak bertanggung jawab. Cs Tidak bertanggung jawab dengan arahanya kepada saya. Tidak ada solusi. Cenderung menjebak. Saya dirugikan materi dan inmaterial.,ANGER
1274,Muncul pop up iklan yg tidak bisa di close..,SADNESS
1275,"saya sudah bayar, dokter sedang sibuk jadi saya tidak bisa konsul dan uang saya hangus",SADNESS
1276,"Aplikasi pengingat obatnya tidak selengkap iOS, sangat tidak bisa dipakai karena notifikasi harus 3x, padahal diresepnya hanya perlu sekali. Tolong dikembangkan seperti iOS, bisa set durasi juga.",SADNESS
1277,love deh pokoknya aku suka..,HAPPINESS
1278,Pelayanan buruk.Dokternya pada gak nyambung.Lama aplikasinya.Lemot.,ANGER
1279,sangat rekomend untuk konsultasi dan pengobatan ketika dimasa libur,HAPPINESS
1280,PELAYANAN CS SANGAT BURUK !,ANGER
1281,Nice Apps,HAPPINESS
1282,Pelayanan dokternya ramah utk konsultasi .,HAPPINESS
1283,jarang,SADNESS
1284,Sangat membantu di saat tidak bisa konsul lgsung ke rumah sakit .. thanks halodoc,HAPPINESS
1285,Sangat membantu untuk berobat tanpa harus ke RS 👍🏻 respon dari dokter nya juga cepat dan sangat ramah👍🏻,HAPPINESS
1286,Cepat .rapihh satset pokoknya,HAPPINESS
1287,Susah utk komplainnya,SADNESS
1288,"dokternya slow respon, mana cuma dikasih waktu 30 menit",SADNESS
1289,top,HAPPINESS
1290,"pesanan saya stoknya kosong semua dan saya udah bayar semuanya tanpa terkecuali tapi apa?stok kosong, dana ga dikembalikan+di riwayat pesanan juga gada opsi pembatalan,apa apaan itu?saya pelajar min tolong lah kebijakannya",ANGER
1291,"Mantab, fast respon",HAPPINESS
1292,"mungkin bukan salah aplikasi ini, cuman saya kecewa dengan toko obat yang mengirimkan obatnya, tanggal kadaluarsa tidak tertera pada kemasan, sedangkan itu sangat penting, harusnya kalo memang tanggal kadaluarsa nya sudah lewat, jangan di kirim aja masukan buat halodoc, lebih perketat lagi pengawasan dan lainya, untuk toko yang tidak amanah",SADNESS
1293,Sangat membantu ketika memang tidak bsa keluar rumah untuk berkonsultasi dan mendapatkan resep dokter,HAPPINESS
1294,"Dokternya baik, penjelasan dokter nya bagus dpt di pahami dengan jelas",HAPPINESS
1295,instan chat with doctor really efficient.,HAPPINESS
1296,"Cepat, aman, praktis juga kalau males pergi. konsultasi langsung bisa di halodoc. Alhamdulillah dapet dokternya baik juga informatif banget, sabar juga karna sering telat konsul. Halodoc oke bgt👍🏻",HAPPINESS
1297,"Pelayanan dokter oke, cuma susah metode pembayaran, setelah pk debit br berhasil..",SADNESS
1298,"Jelek banget, pelayanan lama, CUSTOMER SERVICE CUMA BOT. jawaban template, ga membantu sama sekali.",ANGER
1299,"Baru setengah jam pesan, sudah sampe barangnya. Sama ada konsulnya walau simple.",HAPPINESS
1300,"Dokter"" nya sangat responsif dan ramah",HAPPINESS
1301,pesanan dikirim gak sesuai waktu ! pengiriman 3 jam tapi dari siang sampai malam gak sampai sampai. anak butuh obat tguin obatnya sampai malam berujung ga ad obat ga mnum obat ! mau chat driver jg gbsa ! apliksi jelek! pelayanan jelek!,ANGER
1302,"Aplikasi sangat buruk ,pesan obat tapi tidak dikirim2 ,di cancel gak bisa,uang gak balik . Sangat mengecewakan",SADNESS
1303,cukup baik,HAPPINESS
1304,Aplikasi nya masih belum maksimal dalam memasukan foto ataupun vidio. Sempat tidak bisa. Semoga kedepan di perbaiki.,SADNESS
1305,2 hari ini kok tidak bisa login ? kenapa aplikasinya,SADNESS
1306,"dokternya sangat detail menjelaskannya,👍🏻",HAPPINESS
1307,Sangat membantu di kala mendesak,HAPPINESS
1308,"Terimakasih halodoc, saya bisa konsul darimana saja dan ngga perlu pergi keluar",HAPPINESS
1309,memudahkan dalam kondisi sakit dan tidak bisa kemana-mana apalagi kalau jadwal dokter terdekat masih lama,HAPPINESS
1310,"Udah dibayar buat chat dokter malah offline dokternya, pas online chat ulang suruh bayar lagi, ga jelas",ANGER
1311,"Sangat membantu, terutama di saat emergency",HAPPINESS
1312,"Terimakasih halodoc. Aplikasi sangat memudahkan pasien yg memang sedang terkendala sakit, tempat konsul dr yg jauh, maupun sgt cocok untuk org yg krg suka keramaian dan mageran👍.",HAPPINESS
1313,"Baru sekali pakai halo dok.Alhamdulillah, dokternya ramah (meskipun lewat chat )",HAPPINESS
1314,Membantu untuk kesehatan mental,HAPPINESS
1315,membantu untuk konsultasi di waktu yang terbatas pekerjaan.,HAPPINESS
1316,"aplikasi yang saya membantu saat kita sakit, atau untuk konsultasi kesehatan. Sangat puas dengan aplikasi ini.",HAPPINESS
1317,"Buka aplikasi baru masuk dah error gak bisa diaplikasikan. buka website sama aja udah login ke logout sendiri masuk lagi gak bisa error server. Kok makin hari dipersulit, orang sakit aja dipersulit. Buang buang waktu",ANGER
1318,"Terima kasih halodoc, sejauhh ini selalu membantuuu",HAPPINESS
1319,Ga bisa kirim otp,SADNESS
1320,keren dokternya baikkk,HAPPINESS
1321,"Dokter nya ramah dan helpful. Terima kasih dr. Rizka, Sp.GK",HAPPINESS
1322,Membantu sekali konsul dokter secara jarak jauh tdk perlu menunggu lama.,HAPPINESS
1323,"JELEK BANGET PELAYANAN HALODOC SANGAY SANGAT KECEWA!!!!! OBAT YANG DIRESEPKAN TIDAK TERSEDIA TAPI TIDAK LANGSUNG DIPROSES SEGERA OBAT PENGGANTINYA, AKHIRNYA ANAK SAYA BELUM BISA DIKASIH OBAT TELPON CUSTOMER SERVICE PUN TIDAK ADA SOLUSI TERBAIK!!!!!!!!!!!!!!!!!!!!!!!!!",ANGER
1324,Aplikasinya lelet mau bayar ga bsa mau chat ga bsa bener bener sudah sakit pengen chat malah dibikin setres gila emang hmm,SADNESS
1325,pesanan lama sampai,SADNESS
1326,"Susah cari dokter, banyak yang dibatalkan sehingga saya harus cari terus, dananya lama dikembalikan",SADNESS
1327,Enak banget halodoc jadi simple,HAPPINESS
1328,ga ribet klu mau berobat,HAPPINESS
1329,sangat membantu 🙏,HAPPINESS
1330,Pelayanan terhadap chat dokter baik dan cepat,HAPPINESS
1331,I love it thank u,HAPPINESS
1332,dokternya sopan2 banget klo di chat.. terima kasih,HAPPINESS
1333,"Sangat"" membantu,,cepat dan ramah dokter nya",HAPPINESS
1334,"tidak menerima evoucher, saya sudah membeli barang di toko halo doc dan tertulis gratis evoucher senilai 25k tapi saya tidak mendapatkan evoucher tersebut",SADNESS
1335,Sangat membantu sekali terimakasih,HAPPINESS
1336,pelayanan halo doc sangat buruk pesanan saya dua kali dibatalkan. not recomended gunakan halo doc!!!,ANGER
1337,"Dokternya Ramah , baik dan membantu sekali",HAPPINESS
1338,Sangat membantu..terimakasih..sehat2 semuanya,HAPPINESS
1339,Aplikasi ribet mau bayar aja susah banyak aturan,SADNESS
1340,Membantu sekali dan praktis,HAPPINESS
1341,"Bermanfaat, banyak solusi nya",HAPPINESS
1342,Oke juga di Apps,HAPPINESS
1343,Good apps,HAPPINESS
1344,Sangat membantuu,HAPPINESS
1345,"Sangat mengecewakan tool halodoc ini, akun asuransi tb2 innactive, parah",SADNESS
1346,"Baru pertama kali pake,pengalamanya bagus sih.....fast respon buat dokternya....pokoknya puas deh",HAPPINESS
1347,Sangat membatu. .,HAPPINESS
1348,Dokter nya baik,HAPPINESS
1349,"lumayan membantu, karena aku di taiwan yg ngga bisa libur,jadi konsul disini ngebantu banget",HAPPINESS
1350,Mantab,HAPPINESS
1351,Sangat Membantu sekali. Terima kasih🙏,HAPPINESS
1352,easy to usee,HAPPINESS
1353,"Buruk, ada resep gak ada obat yang tersedia di daerah, obat lain lsg di gojek, antibiotik butuh 3 hari, keburu makin sakit, beli di apotek lain gak bisa",SADNESS
1354,sangatt baikk,HAPPINESS
1355,"lebih mudah, dan pelayanan sangat cepat",HAPPINESS
1356,"Halodoc terpercaya,tepat dn tidak buang waktu bnyk untuk antri...terima kasih halodoc",HAPPINESS
1357,"Saldo udah tepotong tapi gagal konsultasi, di riwayat transaksi percakapan aktif Aneh kali buat rugi aja",SADNESS
1358,selalu dapat dokter yang baik dan saran sarannya mudah di mengerti,HAPPINESS
1359,nicee sukaa,HAPPINESS
1360,"parah sekali aplikasi ini Hp saya sudah termasuk canggih ,mau main game beratpun nggak ada masalah ,tapi anehnya pas mau buka aplikasi ini malah bikin Hp saya jadi error dan harus restart kembali ,berulang kali setiap buka aplikasi ini pasti harus di restart lagi",SADNESS
1361,"Masih dalam wilayah RI, pelayanan the best. Semoga apilkasi ini di berkahi dan sukses selalu..",HAPPINESS
1362,aplikasi paling gajelas. udah di bayar malah dokter sibuk!!!!!!!!!!!,ANGER
1363,Membantu Sekali Aplikasi hebat,HAPPINESS
1364,"agak kecewa dengan fitur pesanan barang di halodoc, tidak ada fitur pembatalan pesanan apabila barang sudah terlanjur dipesan tidak sesuai, padahal pesanan baru terkonfirmasi aja chat gk bisa",SADNESS
1365,Saya sangat kecewa dengan pesenan sy. yg saya pesenan jd kg di antar. Pengiriman nya parah banget👎👎👎,SADNESS
1366,Sangat praktis dan membantu. Trims,HAPPINESS
1367,"Aplikasi apa ini ,saya sudah membayar biaya konsultasi dan saldo saya sudah terkirim ke halodoc ,tapi tidak bisa chat ke dokternya dengan alasan dokter sibuk ,dan saldo tidak di kembalikan ,payahhh! Emang bener kalo negara ini negara korup!!!!",ANGER
1368,"pakai cuma digojek buat order obat, dan ini saya baru mau coba appnya buat konsul, tapi sistemnya ribet, bayar konsul Dokter yang online, langsung dihubungi dengan dokter harus nunggu 2 menit, tapi ga terhubung, dan gagal konsul muncul notif sibuk blabla, niat mau cari dokter yang lain aja, ternyata saldo terpotong nunggu di refund.jadi repot kalo topup saldo ngepas. kalo emng gbisa atau sedang konsul dngn pasien lain lebih baik diberi tanda, atau di offline kan saja. diperbaiki lagi sistemnya !",SADNESS
1369,Dokter memberikan resep bagus,HAPPINESS
1370,Apotik tutup tapi tombol pembatalan pesaman tidak ada. Saya malah dikasi driver baru 3x. Keempat driver itu yg cancel sendiri karena dari saya tidak bisa cancel. Saya hubungi customer service pun responnya lama. Padahal tinggal batalkan saja pesanan saya. Malah harusnya kan tidak bisa pesan kalau apotik tutup.,SADNESS
1371,"Sangat memudahkan berkonsultasi, terutama saat sakit terasa dan waktu tak ada alias sibuk. Diagnosa, resep dan obat langsung didapat.",HAPPINESS
1372,Sukaa,HAPPINESS
1373,Dokter nya quick respon 👍,HAPPINESS
1374,"dokternya ramah, menjawab semua yg saya perlukan dan memberikan saran sesuai kebutuhan saya",HAPPINESS
1375,baik untuk konsultasi,HAPPINESS
1376,Kalo beli obat di sini tidak bisa cek exp obat atau pesanan tiba2 di batalkan tanpa ketarangan jelas. Terimakasih,SADNESS
1377,"Kok nyebelin ya. Saya Uda bayar, trs tiba"" notifnya : dokter sedang sibuk. Suruh ganti dokter, apa gak gila itu. Uangnya hangus lagi, gak balik. Konsul aja belum",ANGER
1378,Ternyata halodoc sebagus itu aplikasinya,HAPPINESS
1379,"Halodoc keren,🫰👍 Sangat membantu pokonya bintang yg berbicara",HAPPINESS
1380,Membantu di saat tidak bisa ke RS,HAPPINESS
1381,sangat membantu ketika ada urgent,HAPPINESS
1382,"dokter penyakit dalam dr.icha sungguh ramah dan menjelaskan dengan sangat baik dan detail, dukungan dan saran Beliau sangat membantu saya untuk semangat biar sembuh.. makasihh dok..",HAPPINESS
1383,Konsultasi lebih nyaman,HAPPINESS
1384,memudahkan cm agak ribet pas obat tertentu kudu konsultasi dlu,SADNESS
1385,sangat mudah dipahami,HAPPINESS
1386,Berobat jdi lebih mudah,HAPPINESS
1387,Sangat membantu sekali,HAPPINESS
1388,Waktu konsulnya dibatasi waktu. Konsultasi blm selesai udah diputus.,SADNESS
1389,bagus saya suka,HAPPINESS
1390,Gk bisa top up,SADNESS
